combo,slice_family,slice_value,sample_races,hits,hit_rate_pct,stake_yen,return_yen,profit_yen,roi_pct,avg_hit_payout_yen,baseline_hit_rate_pct,baseline_roi_pct,baseline_avg_hit_payout_yen,roi_lift_pct,hit_rate_lift_pct,avg_payout_lift_yen,distortion_type,positive_months,months_with_sample,bad_loss_months,worst_month_roi_pct,monthly_detail
1-2,lane1_target_group_pair x other_a_count_bucket,B-B | 3,549,50,9.11,54900,69650,14750,126.87,1393.0,17.46,78.9,451.98,47.97,-8.35,941.02,price_distortion,3,3,0,109.77,2025-06:190r/137.47%/+7120; 2025-07:174r/109.77%/+1700; 2025-08:185r/132.05%/+5930
1-3,lane1_target_start_gap_pair,best-<=0.03,1257,312,24.82,125700,161710,36010,128.65,518.3,15.62,80.37,514.64,48.28,9.2,3.66,probability_plus_price,3,3,0,108.64,2025-06:367r/108.64%/+3170; 2025-07:437r/130.94%/+13520; 2025-08:453r/142.65%/+19320
1-3,target_lane x lane1_target_start_gap_pair,3 | best-<=0.03,1257,312,24.82,125700,161710,36010,128.65,518.3,15.62,80.37,514.64,48.28,9.2,3.66,probability_plus_price,3,3,0,108.64,2025-06:367r/108.64%/+3170; 2025-07:437r/130.94%/+13520; 2025-08:453r/142.65%/+19320
1-3,lane1_start_exhibition_gap_bucket x target_start_exhibition_gap_bucket,best | <=0.03,1257,312,24.82,125700,161710,36010,128.65,518.3,15.62,80.37,514.64,48.28,9.2,3.66,probability_plus_price,3,3,0,108.64,2025-06:367r/108.64%/+3170; 2025-07:437r/130.94%/+13520; 2025-08:453r/142.65%/+19320
1-2,lane1_target_exhibition_st_rank_pair,2-1,678,182,26.84,67800,82610,14810,121.84,453.9,17.46,78.9,451.98,42.94,9.38,1.92,probability_plus_price,3,3,0,107.87,2025-06:197r/107.87%/+1550; 2025-07:257r/116.93%/+4350; 2025-08:224r/139.78%/+8910
1-2,lane1_exhibition_st_rank_bucket x target_exhibition_st_rank_bucket,2 | 1,678,182,26.84,67800,82610,14810,121.84,453.9,17.46,78.9,451.98,42.94,9.38,1.92,probability_plus_price,3,3,0,107.87,2025-06:197r/107.87%/+1550; 2025-07:257r/116.93%/+4350; 2025-08:224r/139.78%/+8910
1-3,target_exhibition_st_rank_bucket x other_st_faster_than_target_count_bucket,2 | 0,1280,320,25.0,128000,148450,20450,115.98,463.91,15.62,80.37,514.64,35.61,9.38,-50.73,probability_plus_price,3,3,0,107.13,2025-06:390r/107.13%/+2780; 2025-07:433r/111.55%/+5000; 2025-08:457r/127.72%/+12670
1-2,lane1_target_start_gap_pair x target_outer_pressure_bucket,best-<=0.03 | high_other_pressure,1122,262,23.35,112200,129850,17650,115.73,495.61,17.46,78.9,451.98,36.83,5.89,43.63,probability_plus_price,3,3,0,106.73,2025-06:331r/123.96%/+7930; 2025-07:415r/117.33%/+7190; 2025-08:376r/106.73%/+2530
1-2,lane1_target_start_gap_pair,<=0.03-best,957,256,26.75,95700,114200,18500,119.33,446.09,17.46,78.9,451.98,40.43,9.29,-5.89,probability_plus_price,3,3,0,105.56,2025-06:275r/123.20%/+6380; 2025-07:347r/105.56%/+1930; 2025-08:335r/130.42%/+10190
1-2,target_lane x lane1_target_start_gap_pair,2 | <=0.03-best,957,256,26.75,95700,114200,18500,119.33,446.09,17.46,78.9,451.98,40.43,9.29,-5.89,probability_plus_price,3,3,0,105.56,2025-06:275r/123.20%/+6380; 2025-07:347r/105.56%/+1930; 2025-08:335r/130.42%/+10190
1-2,lane1_start_exhibition_gap_bucket x target_start_exhibition_gap_bucket,<=0.03 | best,957,256,26.75,95700,114200,18500,119.33,446.09,17.46,78.9,451.98,40.43,9.29,-5.89,probability_plus_price,3,3,0,105.56,2025-06:275r/123.20%/+6380; 2025-07:347r/105.56%/+1930; 2025-08:335r/130.42%/+10190
1-2,lane1_target_start_gap_pair,best-best,326,97,29.75,32600,36760,4160,112.76,378.97,17.46,78.9,451.98,33.86,12.29,-73.01,probability_plus_price,3,3,0,104.46,2025-06:103r/109.42%/+970; 2025-07:112r/104.46%/+500; 2025-08:111r/124.23%/+2690
1-2,target_lane x lane1_target_start_gap_pair,2 | best-best,326,97,29.75,32600,36760,4160,112.76,378.97,17.46,78.9,451.98,33.86,12.29,-73.01,probability_plus_price,3,3,0,104.46,2025-06:103r/109.42%/+970; 2025-07:112r/104.46%/+500; 2025-08:111r/124.23%/+2690
1-2,lane1_start_exhibition_gap_bucket x target_start_exhibition_gap_bucket,best | best,326,97,29.75,32600,36760,4160,112.76,378.97,17.46,78.9,451.98,33.86,12.29,-73.01,probability_plus_price,3,3,0,104.46,2025-06:103r/109.42%/+970; 2025-07:112r/104.46%/+500; 2025-08:111r/124.23%/+2690
1-3,lane1_exhibition_st_rank_bucket,1,4354,933,21.43,435400,482700,47300,110.86,517.36,15.62,80.37,514.64,30.49,5.81,2.72,probability_plus_price,3,3,0,104.42,2025-06:1362r/104.42%/+6020; 2025-07:1489r/118.80%/+27990; 2025-08:1503r/108.84%/+13290
1-3,lane1_start_exhibition_gap_bucket,best,4354,933,21.43,435400,482700,47300,110.86,517.36,15.62,80.37,514.64,30.49,5.81,2.72,probability_plus_price,3,3,0,104.42,2025-06:1362r/104.42%/+6020; 2025-07:1489r/118.80%/+27990; 2025-08:1503r/108.84%/+13290
1-3,target_exhibition_st_rank_bucket x other_st_faster_than_target_count_bucket,3 | 1,1968,419,21.29,196800,229680,32880,116.71,548.16,15.62,80.37,514.64,36.34,5.67,33.52,probability_plus_price,3,3,0,104.41,2025-06:598r/108.43%/+5040; 2025-07:699r/135.59%/+24880; 2025-08:671r/104.41%/+2960
1-2,lane1_target_start_gap_pair,best-0.04-0.06,1321,320,24.22,132100,152320,20220,115.31,476.0,17.46,78.9,451.98,36.41,6.76,24.02,probability_plus_price,3,3,0,101.55,2025-06:396r/137.98%/+15040; 2025-07:435r/110.16%/+4420; 2025-08:490r/101.55%/+760
1-2,target_lane x lane1_target_start_gap_pair,2 | best-0.04-0.06,1321,320,24.22,132100,152320,20220,115.31,476.0,17.46,78.9,451.98,36.41,6.76,24.02,probability_plus_price,3,3,0,101.55,2025-06:396r/137.98%/+15040; 2025-07:435r/110.16%/+4420; 2025-08:490r/101.55%/+760
1-2,lane1_start_exhibition_gap_bucket x target_start_exhibition_gap_bucket,best | 0.04-0.06,1321,320,24.22,132100,152320,20220,115.31,476.0,17.46,78.9,451.98,36.41,6.76,24.02,probability_plus_price,3,3,0,101.55,2025-06:396r/137.98%/+15040; 2025-07:435r/110.16%/+4420; 2025-08:490r/101.55%/+760
1-2,lane1_target_exhibition_st_rank_pair,1-3,985,245,24.87,98500,114800,16300,116.55,468.57,17.46,78.9,451.98,37.65,7.41,16.59,probability_plus_price,3,3,0,100.46,2025-06:296r/143.68%/+12930; 2025-07:350r/100.46%/+160; 2025-08:339r/109.47%/+3210
1-2,lane1_exhibition_st_rank_bucket x target_exhibition_st_rank_bucket,1 | 3,985,245,24.87,98500,114800,16300,116.55,468.57,17.46,78.9,451.98,37.65,7.41,16.59,probability_plus_price,3,3,0,100.46,2025-06:296r/143.68%/+12930; 2025-07:350r/100.46%/+160; 2025-08:339r/109.47%/+3210
1-2,lane1_exhibition_st_rank_bucket,1,4354,1059,24.32,435400,473880,38480,108.84,447.48,17.46,78.9,451.98,29.94,6.86,-4.5,probability_plus_price,3,3,0,100.21,2025-06:1362r/118.11%/+24660; 2025-07:1489r/109.07%/+13500; 2025-08:1503r/100.21%/+320
1-2,lane1_start_exhibition_gap_bucket,best,4354,1059,24.32,435400,473880,38480,108.84,447.48,17.46,78.9,451.98,29.94,6.86,-4.5,probability_plus_price,3,3,0,100.21,2025-06:1362r/118.11%/+24660; 2025-07:1489r/109.07%/+13500; 2025-08:1503r/100.21%/+320
1-3,lane1_target_start_gap_pair x target_outer_pressure_bucket,best-0.04-0.06 | high_other_pressure,1025,206,20.1,102500,121780,19280,118.81,591.17,15.62,80.37,514.64,38.44,4.48,76.53,mixed_edge,2,3,0,99.65,2025-06:331r/116.10%/+5330; 2025-07:353r/139.86%/+14070; 2025-08:341r/99.65%/-120
1-2,lane1_target_start_gap_pair x target_outer_pressure_bucket,best-0.04-0.06 | high_other_pressure,1004,221,22.01,100400,118120,17720,117.65,534.48,17.46,78.9,451.98,38.75,4.55,82.5,price_distortion,2,3,0,98.32,2025-06:300r/155.00%/+16500; 2025-07:336r/105.48%/+1840; 2025-08:368r/98.32%/-620
