combo,slice_family,slice_value,sample_races,hits,hit_rate_pct,stake_yen,return_yen,profit_yen,roi_pct,avg_hit_payout_yen,baseline_hit_rate_pct,baseline_roi_pct,baseline_avg_hit_payout_yen,roi_lift_pct,hit_rate_lift_pct,avg_payout_lift_yen,distortion_type,positive_months,months_with_sample,bad_loss_months,worst_month_roi_pct,monthly_detail
1-2,lane1_target_exhibition_st_rank_pair,1-2,2006,620,30.91,200600,266220,65620,132.71,429.39,19.07,83.03,435.36,49.68,11.84,-5.97,probability_plus_price,3,3,0,127.95,2024-11:636r/136.45%/+23180; 2024-12:657r/127.95%/+18360; 2025-01:713r/133.77%/+24080
1-2,lane1_exhibition_st_rank_bucket x target_exhibition_st_rank_bucket,1 | 2,2006,620,30.91,200600,266220,65620,132.71,429.39,19.07,83.03,435.36,49.68,11.84,-5.97,probability_plus_price,3,3,0,127.95,2024-11:636r/136.45%/+23180; 2024-12:657r/127.95%/+18360; 2025-01:713r/133.77%/+24080
1-2,target_exhibition_st_rank_bucket x other_st_faster_than_target_count_bucket,2 | 0,2006,620,30.91,200600,266220,65620,132.71,429.39,19.07,83.03,435.36,49.68,11.84,-5.97,probability_plus_price,3,3,0,127.95,2024-11:636r/136.45%/+23180; 2024-12:657r/127.95%/+18360; 2025-01:713r/133.77%/+24080
1-2,lane1_target_start_gap_pair,best-<=0.03,1729,508,29.38,172900,218550,45650,126.4,430.22,19.07,83.03,435.36,43.37,10.31,-5.14,probability_plus_price,3,3,0,120.57,2024-11:552r/132.10%/+17720; 2024-12:566r/120.57%/+11640; 2025-01:611r/126.66%/+16290
1-2,target_lane x lane1_target_start_gap_pair,2 | best-<=0.03,1729,508,29.38,172900,218550,45650,126.4,430.22,19.07,83.03,435.36,43.37,10.31,-5.14,probability_plus_price,3,3,0,120.57,2024-11:552r/132.10%/+17720; 2024-12:566r/120.57%/+11640; 2025-01:611r/126.66%/+16290
1-2,lane1_start_exhibition_gap_bucket x target_start_exhibition_gap_bucket,best | <=0.03,1729,508,29.38,172900,218550,45650,126.4,430.22,19.07,83.03,435.36,43.37,10.31,-5.14,probability_plus_price,3,3,0,120.57,2024-11:552r/132.10%/+17720; 2024-12:566r/120.57%/+11640; 2025-01:611r/126.66%/+16290
1-2,lane1_target_start_gap_pair x target_outer_pressure_bucket,best-<=0.03 | some_other_pressure,315,119,37.78,31500,43670,12170,138.63,366.97,19.07,83.03,435.36,55.6,18.71,-68.39,probability_plus_price,3,3,0,119.42,2024-11:102r/169.12%/+7050; 2024-12:104r/119.42%/+2020; 2025-01:109r/128.44%/+3100
1-3,lane1_target_exhibition_st_rank_pair,1-3,1566,372,23.75,156600,187050,30450,119.44,502.82,15.4,76.1,494.33,43.34,8.35,8.49,probability_plus_price,3,3,0,118.83,2024-11:495r/118.83%/+9320; 2024-12:521r/119.65%/+10240; 2025-01:550r/119.80%/+10890
1-3,lane1_exhibition_st_rank_bucket x target_exhibition_st_rank_bucket,1 | 3,1566,372,23.75,156600,187050,30450,119.44,502.82,15.4,76.1,494.33,43.34,8.35,8.49,probability_plus_price,3,3,0,118.83,2024-11:495r/118.83%/+9320; 2024-12:521r/119.65%/+10240; 2025-01:550r/119.80%/+10890
1-2,lane1_target_start_gap_pair,<=0.03-best,981,269,27.42,98100,119310,21210,121.62,443.53,19.07,83.03,435.36,38.59,8.35,8.17,probability_plus_price,3,3,0,118.01,2024-11:266r/118.01%/+4790; 2024-12:366r/118.66%/+6830; 2025-01:349r/127.48%/+9590
1-2,target_lane x lane1_target_start_gap_pair,2 | <=0.03-best,981,269,27.42,98100,119310,21210,121.62,443.53,19.07,83.03,435.36,38.59,8.35,8.17,probability_plus_price,3,3,0,118.01,2024-11:266r/118.01%/+4790; 2024-12:366r/118.66%/+6830; 2025-01:349r/127.48%/+9590
1-2,lane1_start_exhibition_gap_bucket x target_start_exhibition_gap_bucket,<=0.03 | best,981,269,27.42,98100,119310,21210,121.62,443.53,19.07,83.03,435.36,38.59,8.35,8.17,probability_plus_price,3,3,0,118.01,2024-11:266r/118.01%/+4790; 2024-12:366r/118.66%/+6830; 2025-01:349r/127.48%/+9590
1-3,lane1_target_exhibition_st_rank_pair,1-2,1183,321,27.13,118300,151370,33070,127.95,471.56,15.4,76.1,494.33,51.85,11.73,-22.77,probability_plus_price,3,3,0,117.72,2024-11:346r/135.98%/+12450; 2024-12:435r/117.72%/+7710; 2025-01:402r/132.11%/+12910
1-3,lane1_exhibition_st_rank_bucket x target_exhibition_st_rank_bucket,1 | 2,1183,321,27.13,118300,151370,33070,127.95,471.56,15.4,76.1,494.33,51.85,11.73,-22.77,probability_plus_price,3,3,0,117.72,2024-11:346r/135.98%/+12450; 2024-12:435r/117.72%/+7710; 2025-01:402r/132.11%/+12910
1-2,lane1_target_start_gap_pair x target_outer_pressure_bucket,best-<=0.03 | high_other_pressure,1288,326,25.31,128800,157190,28390,122.04,482.18,19.07,83.03,435.36,39.01,6.24,46.82,probability_plus_price,3,3,0,117.58,2024-11:414r/120.46%/+8470; 2024-12:418r/117.58%/+7350; 2025-01:456r/127.57%/+12570
1-3,target_exhibition_st_rank_bucket x other_st_faster_than_target_count_bucket,2 | 0,1381,343,24.84,138100,164990,26890,119.47,481.02,15.4,76.1,494.33,43.37,9.44,-13.31,probability_plus_price,3,3,0,112.99,2024-11:390r/132.64%/+12730; 2024-12:509r/112.99%/+6610; 2025-01:482r/115.66%/+7550
1-3,target_class,B2,475,60,12.63,47500,62860,15360,132.34,1047.67,15.4,76.1,494.33,56.24,-2.77,553.34,price_distortion,3,3,0,112.62,2024-11:147r/132.31%/+4750; 2024-12:191r/112.62%/+2410; 2025-01:137r/159.85%/+8200
1-3,lane1_target_start_gap_pair x target_outer_pressure_bucket,best-0.04-0.06 | high_other_pressure,1090,242,22.2,109000,128600,19600,117.98,531.4,15.4,76.1,494.33,41.88,6.8,37.07,probability_plus_price,3,3,0,111.8,2024-11:338r/111.80%/+3990; 2024-12:369r/123.69%/+8740; 2025-01:383r/117.94%/+6870
1-2,lane1_target_start_gap_pair x target_outer_pressure_bucket,<=0.03-best | high_other_pressure,677,170,25.11,67700,87240,19540,128.86,513.18,19.07,83.03,435.36,45.83,6.04,77.82,probability_plus_price,3,3,0,110.54,2024-11:184r/110.54%/+1940; 2024-12:251r/132.95%/+8270; 2025-01:242r/138.55%/+9330
1-3,lane1_target_start_gap_pair x target_outer_pressure_bucket,0.04-0.06-best | high_other_pressure,500,94,18.8,50000,60400,10400,120.8,642.55,15.4,76.1,494.33,44.7,3.4,148.22,price_distortion,3,3,0,110.18,2024-11:154r/127.60%/+4250; 2024-12:163r/110.18%/+1660; 2025-01:183r/124.54%/+4490
1-3,lane1_target_start_gap_pair,best-0.04-0.06,1378,335,24.31,137800,159430,21630,115.7,475.91,15.4,76.1,494.33,39.6,8.91,-18.42,probability_plus_price,3,3,0,110.07,2024-11:425r/110.07%/+4280; 2024-12:472r/120.32%/+9590; 2025-01:481r/116.13%/+7760
1-3,target_lane x lane1_target_start_gap_pair,3 | best-0.04-0.06,1378,335,24.31,137800,159430,21630,115.7,475.91,15.4,76.1,494.33,39.6,8.91,-18.42,probability_plus_price,3,3,0,110.07,2024-11:425r/110.07%/+4280; 2024-12:472r/120.32%/+9590; 2025-01:481r/116.13%/+7760
1-3,lane1_start_exhibition_gap_bucket x target_start_exhibition_gap_bucket,best | 0.04-0.06,1378,335,24.31,137800,159430,21630,115.7,475.91,15.4,76.1,494.33,39.6,8.91,-18.42,probability_plus_price,3,3,0,110.07,2024-11:425r/110.07%/+4280; 2024-12:472r/120.32%/+9590; 2025-01:481r/116.13%/+7760
1-2,target_exhibition_st_rank_bucket,2,3068,804,26.21,306800,354900,48100,115.68,441.42,19.07,83.03,435.36,32.65,7.14,6.06,probability_plus_price,3,3,0,109.21,2024-11:955r/124.89%/+23770; 2024-12:1006r/114.05%/+14130; 2025-01:1107r/109.21%/+10200
1-2,target_lane x target_exhibition_st_rank_bucket,2 | 2,3068,804,26.21,306800,354900,48100,115.68,441.42,19.07,83.03,435.36,32.65,7.14,6.06,probability_plus_price,3,3,0,109.21,2024-11:955r/124.89%/+23770; 2024-12:1006r/114.05%/+14130; 2025-01:1107r/109.21%/+10200
1-2,lane1_exhibition_st_rank_bucket,1,4604,1185,25.74,460400,505530,45130,109.8,426.61,19.07,83.03,435.36,26.77,6.67,-8.75,probability_plus_price,3,3,0,105.98,2024-11:1388r/112.76%/+17710; 2024-12:1593r/105.98%/+9520; 2025-01:1623r/111.03%/+17900
1-2,lane1_start_exhibition_gap_bucket,best,4604,1185,25.74,460400,505530,45130,109.8,426.61,19.07,83.03,435.36,26.77,6.67,-8.75,probability_plus_price,3,3,0,105.98,2024-11:1388r/112.76%/+17710; 2024-12:1593r/105.98%/+9520; 2025-01:1623r/111.03%/+17900
1-2,lane1_target_start_gap_pair,best-0.04-0.06,1371,361,26.33,137100,149450,12350,109.01,413.99,19.07,83.03,435.36,25.98,7.26,-21.37,probability_plus_price,3,3,0,103.58,2024-11:385r/112.81%/+4930; 2024-12:491r/103.58%/+1760; 2025-01:495r/111.43%/+5660
1-2,target_lane x lane1_target_start_gap_pair,2 | best-0.04-0.06,1371,361,26.33,137100,149450,12350,109.01,413.99,19.07,83.03,435.36,25.98,7.26,-21.37,probability_plus_price,3,3,0,103.58,2024-11:385r/112.81%/+4930; 2024-12:491r/103.58%/+1760; 2025-01:495r/111.43%/+5660
1-2,lane1_start_exhibition_gap_bucket x target_start_exhibition_gap_bucket,best | 0.04-0.06,1371,361,26.33,137100,149450,12350,109.01,413.99,19.07,83.03,435.36,25.98,7.26,-21.37,probability_plus_price,3,3,0,103.58,2024-11:385r/112.81%/+4930; 2024-12:491r/103.58%/+1760; 2025-01:495r/111.43%/+5660
1-2,lane1_target_exhibition_st_rank_pair,3-1,452,113,25.0,45200,52460,7260,116.06,464.25,19.07,83.03,435.36,33.03,5.93,28.89,probability_plus_price,3,3,0,103.36,2024-11:113r/103.36%/+380; 2024-12:159r/139.12%/+6220; 2025-01:180r/103.67%/+660
1-2,lane1_exhibition_st_rank_bucket x target_exhibition_st_rank_bucket,3 | 1,452,113,25.0,45200,52460,7260,116.06,464.25,19.07,83.03,435.36,33.03,5.93,28.89,probability_plus_price,3,3,0,103.36,2024-11:113r/103.36%/+380; 2024-12:159r/139.12%/+6220; 2025-01:180r/103.67%/+660
1-2,target_start_exhibition_gap_bucket,<=0.03,3705,900,24.29,370500,401270,30770,108.3,445.86,19.07,83.03,435.36,25.27,5.22,10.5,probability_plus_price,3,3,0,101.2,2024-11:1148r/116.83%/+19320; 2024-12:1246r/107.93%/+9880; 2025-01:1311r/101.20%/+1570
1-2,target_lane x target_start_exhibition_gap_bucket,2 | <=0.03,3705,900,24.29,370500,401270,30770,108.3,445.86,19.07,83.03,435.36,25.27,5.22,10.5,probability_plus_price,3,3,0,101.2,2024-11:1148r/116.83%/+19320; 2024-12:1246r/107.93%/+9880; 2025-01:1311r/101.20%/+1570
1-2,lane1_target_exhibition_st_rank_pair,1-3,1091,295,27.04,109100,119150,10050,109.21,403.9,19.07,83.03,435.36,26.18,7.97,-31.46,probability_plus_price,3,3,0,101.16,2024-11:312r/123.78%/+7420; 2024-12:388r/101.16%/+450; 2025-01:391r/105.58%/+2180
1-2,lane1_exhibition_st_rank_bucket x target_exhibition_st_rank_bucket,1 | 3,1091,295,27.04,109100,119150,10050,109.21,403.9,19.07,83.03,435.36,26.18,7.97,-31.46,probability_plus_price,3,3,0,101.16,2024-11:312r/123.78%/+7420; 2024-12:388r/101.16%/+450; 2025-01:391r/105.58%/+2180
1-2,lane1_target_exhibition_st_rank_pair,3-2,343,82,23.91,34300,37480,3180,109.27,457.07,19.07,83.03,435.36,26.24,4.84,21.71,mixed_edge,2,3,0,99.17,2024-11:101r/129.80%/+3010; 2024-12:121r/102.23%/+270; 2025-01:121r/99.17%/-100
1-2,lane1_exhibition_st_rank_bucket x target_exhibition_st_rank_bucket,3 | 2,343,82,23.91,34300,37480,3180,109.27,457.07,19.07,83.03,435.36,26.24,4.84,21.71,mixed_edge,2,3,0,99.17,2024-11:101r/129.80%/+3010; 2024-12:121r/102.23%/+270; 2025-01:121r/99.17%/-100
1-3,lane1_target_start_gap_pair,best-best,336,91,27.08,33600,43480,9880,129.4,477.8,15.4,76.1,494.33,53.3,11.68,-16.53,probability_plus_price,2,3,0,98.76,2024-11:100r/163.70%/+6370; 2024-12:123r/129.67%/+3650; 2025-01:113r/98.76%/-140
1-3,target_lane x lane1_target_start_gap_pair,3 | best-best,336,91,27.08,33600,43480,9880,129.4,477.8,15.4,76.1,494.33,53.3,11.68,-16.53,probability_plus_price,2,3,0,98.76,2024-11:100r/163.70%/+6370; 2024-12:123r/129.67%/+3650; 2025-01:113r/98.76%/-140
1-3,lane1_start_exhibition_gap_bucket x target_start_exhibition_gap_bucket,best | best,336,91,27.08,33600,43480,9880,129.4,477.8,15.4,76.1,494.33,53.3,11.68,-16.53,probability_plus_price,2,3,0,98.76,2024-11:100r/163.70%/+6370; 2024-12:123r/129.67%/+3650; 2025-01:113r/98.76%/-140
